qtdb_idx,pyhearts_idx,qtdb_amplitude,pyhearts_amplitude,amplitude_diff,offset_samples,offset_ms,distance_samples
70166,70180,-0.59,0.585,1.1749999999999998,14,56.0,14
70306,70322,-0.615,0.585,1.2,16,64.0,16
70448,70463,-0.62,0.59,1.21,15,60.0,15
70588,70604,-0.605,0.585,1.19,16,64.0,16
70730,70745,-0.59,0.605,1.1949999999999998,15,60.0,15
70870,70886,-0.585,0.6,1.185,16,64.0,16
71012,71026,-0.57,0.525,1.095,14,56.0,14
71152,71166,-0.565,0.575,1.14,14,56.0,14
71292,71306,-0.57,0.585,1.1549999999999998,14,56.0,14
71432,71447,-0.56,0.575,1.135,15,60.0,15
71574,71589,-0.56,0.595,1.155,15,60.0,15
71716,71730,-0.535,0.575,1.1099999999999999,14,56.0,14
71858,71872,-0.52,0.595,1.115,14,56.0,14
72000,72014,-0.525,0.6,1.125,14,56.0,14
72142,72157,-0.57,0.58,1.15,15,60.0,15
72284,72299,-0.525,0.6,1.125,15,60.0,15
72426,72442,-0.56,0.6,1.1600000000000001,16,64.0,16
72570,72586,-0.525,0.615,1.1400000000000001,16,64.0,16
72714,72729,-0.545,0.545,1.09,15,60.0,15
72858,72872,-0.51,0.595,1.105,14,56.0,14
73000,73016,-0.565,0.6,1.165,16,64.0,16
73144,73159,-0.565,0.59,1.1549999999999998,15,60.0,15
73290,73304,-0.55,0.6,1.15,14,56.0,14
73434,73448,-0.55,0.575,1.125,14,56.0,14
73578,73593,-0.6,0.585,1.185,15,60.0,15
73722,73738,-0.615,0.595,1.21,16,64.0,16
73868,73882,-0.635,0.57,1.205,14,56.0,14
74010,74025,-0.605,0.565,1.17,15,60.0,15
74154,74170,-0.645,0.575,1.22,16,64.0,16
74300,74314,-0.65,0.575,1.225,14,56.0,14
74444,74458,-0.63,0.55,1.1800000000000002,14,56.0,14
74588,74602,-0.615,0.585,1.2,14,56.0,14
74732,74747,-0.635,0.565,1.2,15,60.0,15
74876,74892,-0.655,0.59,1.245,16,64.0,16
75022,75037,-0.595,0.575,1.17,15,60.0,15
75166,75181,-0.595,0.575,1.17,15,60.0,15
75310,75325,-0.605,0.595,1.2,15,60.0,15
75454,75469,-0.62,0.57,1.19,15,60.0,15
75598,75613,-0.605,0.565,1.17,15,60.0,15
75742,75756,-0.595,0.575,1.17,14,56.0,14
75886,75900,-0.605,0.59,1.1949999999999998,14,56.0,14
76028,76043,-0.615,0.565,1.18,15,60.0,15
76172,76187,-0.555,0.59,1.145,15,60.0,15
76316,76331,-0.615,0.6,1.2149999999999999,15,60.0,15
76460,76475,-0.62,0.625,1.245,15,60.0,15
76604,76619,-0.595,0.575,1.17,15,60.0,15
76748,76763,-0.55,0.585,1.135,15,60.0,15
76892,76908,-0.58,0.595,1.1749999999999998,16,64.0,16
77038,77052,-0.565,0.6,1.165,14,56.0,14
77182,77196,-0.535,0.565,1.1,14,56.0,14
77470,77484,-0.51,0.58,1.0899999999999999,14,56.0,14
77614,77629,-0.535,0.525,1.06,15,60.0,15
77758,77773,-0.52,0.585,1.105,15,60.0,15
77902,77916,-0.535,0.6,1.135,14,56.0,14
78046,78060,-0.55,0.59,1.1400000000000001,14,56.0,14
78188,78204,-0.535,0.615,1.15,16,64.0,16
78332,78347,-0.52,0.6,1.12,15,60.0,15
78474,78490,-0.545,0.6,1.145,16,64.0,16
78618,78633,-0.525,0.595,1.12,15,60.0,15
78760,78775,-0.515,0.6,1.115,15,60.0,15
78902,78918,-0.55,0.625,1.175,16,64.0,16
79046,79060,-0.62,0.585,1.205,14,56.0,14
79188,79203,-0.655,0.56,1.215,15,60.0,15
79332,79346,-0.685,0.575,1.26,14,56.0,14
79474,79489,-0.66,0.595,1.255,15,60.0,15
79618,79633,-0.67,0.575,1.245,15,60.0,15
79762,79777,-0.645,0.615,1.26,15,60.0,15
79904,79920,-0.585,0.59,1.1749999999999998,16,64.0,16
80048,80063,-0.535,0.59,1.125,15,60.0,15
80192,80206,-0.56,0.59,1.15,14,56.0,14
80336,80350,-0.535,0.6,1.135,14,56.0,14
80478,80493,-0.585,0.575,1.16,15,60.0,15
80620,80635,-0.66,0.585,1.245,15,60.0,15
80762,80776,-0.685,0.565,1.25,14,56.0,14
80902,80916,-0.69,0.575,1.265,14,56.0,14
81042,81057,-0.675,0.58,1.255,15,60.0,15
81184,81198,-0.655,0.595,1.25,14,56.0,14
81324,81339,-0.63,0.6,1.23,15,60.0,15
81466,81481,-0.555,0.6,1.155,15,60.0,15
81608,81623,-0.565,0.585,1.15,15,60.0,15
81752,81766,-0.615,0.6,1.2149999999999999,14,56.0,14
81896,81910,-0.62,0.6,1.22,14,56.0,14
82038,82054,-0.62,0.595,1.2149999999999999,16,64.0,16
82182,82198,-0.56,0.595,1.155,16,64.0,16
82328,82342,-0.605,0.56,1.165,14,56.0,14
82472,82486,-0.595,0.575,1.17,14,56.0,14
82616,82631,-0.56,0.59,1.15,15,60.0,15
82760,82774,-0.485,0.6,1.085,14,56.0,14
82904,82919,-0.535,0.605,1.1400000000000001,15,60.0,15
83048,83063,-0.51,0.595,1.105,15,60.0,15
83192,83206,-0.49,0.59,1.08,14,56.0,14
83336,83350,-0.46,0.6,1.06,14,56.0,14
83480,83495,-0.495,0.61,1.105,15,60.0,15
83624,83639,-0.49,0.585,1.075,15,60.0,15
83768,83784,-0.49,0.595,1.085,16,64.0,16
83914,83929,-0.535,0.615,1.15,15,60.0,15
84060,84074,-0.575,0.565,1.14,14,56.0,14
84204,84219,-0.535,0.575,1.1099999999999999,15,60.0,15
84350,84364,-0.58,0.59,1.17,14,56.0,14
84494,84510,-0.62,0.6,1.22,16,64.0,16
84640,84654,-0.605,0.575,1.18,14,56.0,14
84784,84799,-0.595,0.585,1.18,15,60.0,15
84928,84944,-0.595,0.615,1.21,16,64.0,16
85074,85089,-0.595,0.59,1.185,15,60.0,15
85218,85233,-0.58,0.575,1.1549999999999998,15,60.0,15
85362,85377,-0.58,0.59,1.17,15,60.0,15
85506,85521,-0.58,0.595,1.1749999999999998,15,60.0,15
85650,85665,-0.58,0.58,1.16,15,60.0,15
85794,85810,-0.545,0.59,1.135,16,64.0,16
85940,85954,-0.56,0.595,1.155,14,56.0,14
86084,86099,-0.565,0.6,1.165,15,60.0,15
86228,86243,-0.62,0.56,1.1800000000000002,15,60.0,15
86372,86388,-0.61,0.6,1.21,16,64.0,16
86518,86533,-0.605,0.585,1.19,15,60.0,15
86662,86678,-0.605,0.605,1.21,16,64.0,16
86808,86822,-0.61,0.58,1.19,14,56.0,14
86952,86966,-0.56,0.58,1.1400000000000001,14,56.0,14
87096,87111,-0.585,0.6,1.185,15,60.0,15
87240,87255,-0.535,0.61,1.145,15,60.0,15
87384,87398,-0.51,0.575,1.085,14,56.0,14
87526,87539,-0.46,0.475,0.935,13,52.0,13
87670,87686,-0.51,0.6,1.1099999999999999,16,64.0,16
87816,87830,-0.56,0.59,1.15,14,56.0,14
87960,87974,-0.57,0.56,1.13,14,56.0,14
88102,88118,-0.555,0.6,1.155,16,64.0,16
88246,88262,-0.58,0.585,1.165,16,64.0,16
88390,88405,-0.57,0.575,1.145,15,60.0,15
88534,88548,-0.52,0.6,1.12,14,56.0,14
88678,88692,-0.525,0.585,1.1099999999999999,14,56.0,14
88822,88836,-0.56,0.585,1.145,14,56.0,14
88964,88979,-0.56,0.575,1.135,15,60.0,15
89108,89123,-0.56,0.575,1.135,15,60.0,15
89252,89267,-0.605,0.575,1.18,15,60.0,15
89396,89411,-0.595,0.585,1.18,15,60.0,15
89540,89555,-0.615,0.575,1.19,15,60.0,15
89684,89700,-0.615,0.595,1.21,16,64.0,16
89830,89844,-0.665,0.565,1.23,14,56.0,14
89974,89989,-0.66,0.575,1.2349999999999999,15,60.0,15
90120,90134,-0.605,0.575,1.18,14,56.0,14
90264,90279,-0.615,0.575,1.19,15,60.0,15
90410,90424,-0.63,0.565,1.1949999999999998,14,56.0,14
90554,90568,-0.615,0.575,1.19,14,56.0,14
90698,90714,-0.605,0.595,1.2,16,64.0,16
90844,90858,-0.595,0.565,1.16,14,56.0,14
90988,91003,-0.6,0.575,1.1749999999999998,15,60.0,15
91132,91147,-0.565,0.525,1.0899999999999999,15,60.0,15
91276,91291,-0.555,0.585,1.1400000000000001,15,60.0,15
91420,91435,-0.535,0.605,1.1400000000000001,15,60.0,15
91564,91579,-0.535,0.585,1.12,15,60.0,15
91708,91723,-0.535,0.575,1.1099999999999999,15,60.0,15
91852,91868,-0.5,0.595,1.095,16,64.0,16
91996,92012,-0.515,0.6,1.115,16,64.0,16
92142,92156,-0.505,0.595,1.1,14,56.0,14
92286,92300,-0.465,0.585,1.05,14,56.0,14
92430,92444,-0.475,0.59,1.065,14,56.0,14
92574,92588,-0.475,0.585,1.06,14,56.0,14
92718,92733,-0.495,0.6,1.095,15,60.0,15
92862,92876,-0.5,0.585,1.085,14,56.0,14
93004,93020,-0.535,0.595,1.13,16,64.0,16
93148,93164,-0.555,0.59,1.145,16,64.0,16
93292,93307,-0.535,0.59,1.125,15,60.0,15
93436,93450,-0.56,0.55,1.11,14,56.0,14
93578,93594,-0.565,0.59,1.1549999999999998,16,64.0,16
93722,93737,-0.605,0.58,1.185,15,60.0,15
93866,93880,-0.56,0.59,1.15,14,56.0,14
94008,94024,-0.585,0.595,1.18,16,64.0,16
94152,94167,-0.61,0.6,1.21,15,60.0,15
94296,94310,-0.62,0.565,1.185,14,56.0,14
94438,94453,-0.64,0.585,1.225,15,60.0,15
94580,94596,-0.615,0.585,1.2,16,64.0,16
94724,94738,-0.605,0.565,1.17,14,56.0,14
94866,94881,-0.605,0.585,1.19,15,60.0,15
95008,95023,-0.58,0.585,1.165,15,60.0,15
95150,95165,-0.535,0.585,1.12,15,60.0,15
95292,95306,-0.57,0.605,1.1749999999999998,14,56.0,14
95432,95446,-0.565,0.59,1.1549999999999998,14,56.0,14
95572,95588,-0.595,0.6,1.1949999999999998,16,64.0,16
95712,95728,-0.58,0.615,1.1949999999999998,16,64.0,16
95854,95868,-0.58,0.58,1.16,14,56.0,14
95994,96008,-0.62,0.6,1.22,14,56.0,14
96132,96147,-0.635,0.55,1.185,15,60.0,15
96272,96287,-0.595,0.61,1.205,15,60.0,15
96412,96427,-0.585,0.59,1.1749999999999998,15,60.0,15
96554,96568,-0.565,0.585,1.15,14,56.0,14
96696,96710,-0.525,0.585,1.1099999999999999,14,56.0,14
96838,96853,-0.5,0.625,1.125,15,60.0,15
96980,96996,-0.535,0.605,1.1400000000000001,16,64.0,16
97124,97139,-0.56,0.58,1.1400000000000001,15,60.0,15
97268,97282,-0.565,0.57,1.1349999999999998,14,56.0,14
97410,97425,-0.58,0.605,1.185,15,60.0,15
97554,97568,-0.595,0.57,1.165,14,56.0,14
97696,97710,-0.59,0.565,1.1549999999999998,14,56.0,14
97838,97853,-0.59,0.575,1.165,15,60.0,15
97980,97995,-0.58,0.575,1.1549999999999998,15,60.0,15
98122,98137,-0.59,0.59,1.18,15,60.0,15
98264,98279,-0.61,0.585,1.1949999999999998,15,60.0,15
98406,98421,-0.65,0.59,1.24,15,60.0,15
98548,98563,-0.68,0.55,1.23,15,60.0,15
98690,98706,-0.615,0.59,1.205,16,64.0,16
98834,98848,-0.62,0.565,1.185,14,56.0,14
98976,98991,-0.615,0.575,1.19,15,60.0,15
99118,99133,-0.55,0.565,1.115,15,60.0,15
99262,99276,-0.525,0.6,1.125,14,56.0,14
99404,99419,-0.51,0.6,1.1099999999999999,15,60.0,15
99548,99563,-0.525,0.585,1.1099999999999999,15,60.0,15
99690,99706,-0.545,0.575,1.12,16,64.0,16
99834,99849,-0.57,0.575,1.145,15,60.0,15
99976,99991,-0.615,0.565,1.18,15,60.0,15
100120,100135,-0.635,0.6,1.2349999999999999,15,60.0,15
100264,100278,-0.655,0.59,1.245,14,56.0,14
100406,100422,-0.635,0.585,1.22,16,64.0,16
100550,100565,-0.62,0.575,1.1949999999999998,15,60.0,15
100694,100708,-0.61,0.575,1.185,14,56.0,14
100836,100851,-0.56,0.59,1.15,15,60.0,15
100978,100993,-0.575,0.585,1.16,15,60.0,15
101122,101136,-0.58,0.575,1.1549999999999998,14,56.0,14
101264,101279,-0.585,0.59,1.1749999999999998,15,60.0,15
101406,101421,-0.53,0.585,1.115,15,60.0,15
101548,101564,-0.54,0.59,1.13,16,64.0,16
101692,101707,-0.535,0.6,1.135,15,60.0,15
101836,101850,-0.52,0.57,1.0899999999999999,14,56.0,14
101978,101993,-0.475,0.585,1.06,15,60.0,15
102122,102137,-0.47,0.605,1.075,15,60.0,15
102266,102281,-0.485,0.61,1.095,15,60.0,15
102410,102424,-0.485,0.565,1.0499999999999998,14,56.0,14
102544,102567,-0.485,0.575,1.06,23,92.0,23
102696,102711,-0.565,0.59,1.1549999999999998,15,60.0,15
102982,102996,-0.585,0.56,1.145,14,56.0,14
103124,103139,-0.595,0.59,1.185,15,60.0,15
103268,103282,-0.615,0.565,1.18,14,56.0,14
103410,103425,-0.595,0.605,1.2,15,60.0,15
103552,103568,-0.585,0.575,1.16,16,64.0,16
103696,103711,-0.59,0.61,1.2,15,60.0,15
103838,103854,-0.59,0.61,1.2,16,64.0,16
103982,103997,-0.585,0.6,1.185,15,60.0,15
104126,104140,-0.56,0.57,1.13,14,56.0,14
104268,104284,-0.61,0.59,1.2,16,64.0,16
104412,104427,-0.62,0.6,1.22,15,60.0,15
104554,104569,-0.605,0.565,1.17,15,60.0,15
104698,104712,-0.595,0.575,1.17,14,56.0,14
104840,104856,-0.615,0.585,1.2,16,64.0,16
104982,104998,-0.595,0.585,1.18,16,64.0,16
105124,105140,-0.585,0.585,1.17,16,64.0,16
105266,105282,-0.605,0.595,1.2,16,64.0,16
105408,105424,-0.64,0.575,1.2149999999999999,16,64.0,16
105692,105707,-0.605,0.545,1.15,15,60.0,15
105834,105850,-0.58,0.515,1.095,16,64.0,16
105976,105991,-0.565,0.55,1.115,15,60.0,15
106118,106134,-0.52,0.6,1.12,16,64.0,16
106262,106276,-0.48,0.585,1.065,14,56.0,14
106404,106419,-0.47,0.6,1.0699999999999998,15,60.0,15
106546,106561,-0.5,0.575,1.075,15,60.0,15
106688,106703,-0.485,0.565,1.0499999999999998,15,60.0,15
106830,106845,-0.51,0.6,1.1099999999999999,15,60.0,15
106972,106987,-0.545,0.585,1.13,15,60.0,15
107112,107127,-0.505,0.575,1.08,15,60.0,15
107254,107269,-0.535,0.615,1.15,15,60.0,15
107394,107410,-0.535,0.6,1.135,16,64.0,16
107538,107553,-0.595,0.575,1.17,15,60.0,15
107678,107694,-0.62,0.595,1.2149999999999999,16,64.0,16
107820,107834,-0.62,0.575,1.1949999999999998,14,56.0,14
107960,107976,-0.615,0.615,1.23,16,64.0,16
108102,108117,-0.66,0.575,1.2349999999999999,15,60.0,15
108242,108258,-0.66,0.6,1.26,16,64.0,16
108384,108398,-0.645,0.585,1.23,14,56.0,14
108524,108538,-0.66,0.575,1.2349999999999999,14,56.0,14
108662,108676,-0.61,0.56,1.17,14,56.0,14
108800,108816,-0.605,0.64,1.245,16,64.0,16
108940,108955,-0.675,0.575,1.25,15,60.0,15
109082,109096,-0.62,0.555,1.175,14,56.0,14
109222,109238,-0.58,0.61,1.19,16,64.0,16
109364,109380,-0.615,0.605,1.22,16,64.0,16
109508,109523,-0.645,0.615,1.26,15,60.0,15
109650,109666,-0.665,0.6,1.2650000000000001,16,64.0,16
109792,109808,-0.62,0.585,1.205,16,64.0,16
109936,109950,-0.64,0.56,1.2000000000000002,14,56.0,14
110078,110094,-0.66,0.585,1.245,16,64.0,16
110222,110236,-0.605,0.575,1.18,14,56.0,14
110364,110378,-0.55,0.59,1.1400000000000001,14,56.0,14
110506,110522,-0.535,0.605,1.1400000000000001,16,64.0,16
110650,110665,-0.545,0.595,1.1400000000000001,15,60.0,15
110794,110809,-0.535,0.595,1.13,15,60.0,15
110936,110950,-0.475,0.52,0.995,14,56.0,14
111080,111095,-0.49,0.575,1.065,15,60.0,15
111224,111239,-0.525,0.585,1.1099999999999999,15,60.0,15
111366,111382,-0.5,0.565,1.065,16,64.0,16
111508,111524,-0.5,0.6,1.1,16,64.0,16
111652,111667,-0.505,0.6,1.105,15,60.0,15
111794,111810,-0.54,0.585,1.125,16,64.0,16
111936,111952,-0.5,0.575,1.075,16,64.0,16
112080,112094,-0.515,0.575,1.0899999999999999,14,56.0,14
112222,112237,-0.53,0.595,1.125,15,60.0,15
112364,112379,-0.545,0.59,1.135,15,60.0,15
112506,112521,-0.51,0.58,1.0899999999999999,15,60.0,15
112648,112663,-0.52,0.57,1.0899999999999999,15,60.0,15
112790,112806,-0.535,0.6,1.135,16,64.0,16
112934,112949,-0.555,0.59,1.145,15,60.0,15
113076,113091,-0.56,0.6,1.1600000000000001,15,60.0,15
113218,113233,-0.57,0.57,1.14,15,60.0,15
113362,113377,-0.605,0.59,1.1949999999999998,15,60.0,15
113504,113519,-0.585,0.575,1.16,15,60.0,15
113646,113661,-0.545,0.57,1.115,15,60.0,15
113788,113804,-0.57,0.59,1.16,16,64.0,16
113932,113947,-0.64,0.625,1.2650000000000001,15,60.0,15
114074,114088,-0.615,0.565,1.18,14,56.0,14
114216,114231,-0.57,0.6,1.17,15,60.0,15
114358,114374,-0.61,0.61,1.22,16,64.0,16
114502,114517,-0.67,0.595,1.2650000000000001,15,60.0,15
114644,114659,-0.605,0.585,1.19,15,60.0,15
114788,114802,-0.585,0.585,1.17,14,56.0,14
114930,114946,-0.605,0.59,1.1949999999999998,16,64.0,16
115074,115088,-0.595,0.575,1.17,14,56.0,14
115216,115230,-0.56,0.57,1.13,14,56.0,14
115358,115373,-0.63,0.595,1.225,15,60.0,15
115500,115515,-0.665,0.59,1.255,15,60.0,15
115642,115657,-0.63,0.585,1.2149999999999999,15,60.0,15
115784,115799,-0.605,0.575,1.18,15,60.0,15
115926,115942,-0.63,0.575,1.205,16,64.0,16
116068,116084,-0.565,0.585,1.15,16,64.0,16
116212,116226,-0.52,0.575,1.095,14,56.0,14
116354,116369,-0.54,0.595,1.135,15,60.0,15
116496,116511,-0.565,0.565,1.13,15,60.0,15
116640,116654,-0.52,0.575,1.095,14,56.0,14
116782,116797,-0.6,0.575,1.1749999999999998,15,60.0,15
116926,116941,-0.66,0.59,1.25,15,60.0,15
117070,117084,-0.595,0.575,1.17,14,56.0,14
117212,117227,-0.55,0.59,1.1400000000000001,15,60.0,15
117356,117371,-0.605,0.6,1.205,15,60.0,15
117498,117513,-0.61,0.575,1.185,15,60.0,15
117640,117655,-0.56,0.575,1.135,15,60.0,15
117782,117797,-0.57,0.595,1.165,15,60.0,15
117924,117940,-0.58,0.59,1.17,16,64.0,16
118066,118082,-0.545,0.59,1.135,16,64.0,16
118210,118225,-0.505,0.615,1.12,15,60.0,15
118352,118367,-0.57,0.575,1.145,15,60.0,15
118496,118510,-0.62,0.57,1.19,14,56.0,14
118638,118654,-0.63,0.575,1.205,16,64.0,16
118782,118797,-0.57,0.595,1.165,15,60.0,15
118926,118941,-0.595,0.595,1.19,15,60.0,15
119068,119084,-0.585,0.585,1.17,16,64.0,16
119212,119227,-0.545,0.6,1.145,15,60.0,15
119354,119369,-0.565,0.575,1.14,15,60.0,15
119498,119513,-0.645,0.59,1.2349999999999999,15,60.0,15
119642,119656,-0.71,0.55,1.26,14,56.0,14
119784,119799,-0.68,0.54,1.2200000000000002,15,60.0,15
119928,119943,-0.585,0.6,1.185,15,60.0,15
120070,120086,-0.615,0.585,1.2,16,64.0,16
120214,120229,-0.635,0.565,1.2,15,60.0,15
120358,120372,-0.56,0.59,1.15,14,56.0,14
120500,120515,-0.545,0.56,1.105,15,60.0,15
120644,120659,-0.57,0.59,1.16,15,60.0,15
120788,120802,-0.585,0.585,1.17,14,56.0,14
120930,120945,-0.51,0.575,1.085,15,60.0,15
121074,121089,-0.485,0.57,1.055,15,60.0,15
121218,121232,-0.545,0.585,1.13,14,56.0,14
121360,121376,-0.585,0.6,1.185,16,64.0,16
121504,121518,-0.54,0.61,1.15,14,56.0,14
121646,121661,-0.56,0.575,1.135,15,60.0,15
121790,121805,-0.62,0.595,1.2149999999999999,15,60.0,15
121932,121948,-0.61,0.57,1.18,16,64.0,16
122076,122090,-0.56,0.585,1.145,14,56.0,14
122218,122234,-0.57,0.595,1.165,16,64.0,16
122362,122376,-0.58,0.585,1.165,14,56.0,14
122504,122519,-0.585,0.575,1.16,15,60.0,15
122646,122661,-0.545,0.565,1.1099999999999999,15,60.0,15
122788,122804,-0.555,0.565,1.12,16,64.0,16
122932,122947,-0.58,0.6,1.18,15,60.0,15
123074,123090,-0.545,0.59,1.135,16,64.0,16
123218,123233,-0.51,0.595,1.105,15,60.0,15
123360,123376,-0.535,0.59,1.125,16,64.0,16
123504,123518,-0.585,0.59,1.1749999999999998,14,56.0,14
123646,123661,-0.55,0.585,1.135,15,60.0,15
123788,123803,-0.565,0.585,1.15,15,60.0,15
123930,123946,-0.65,0.595,1.245,16,64.0,16
124072,124088,-0.68,0.565,1.245,16,64.0,16
124216,124230,-0.615,0.555,1.17,14,56.0,14
124358,124373,-0.63,0.58,1.21,15,60.0,15
124500,124515,-0.595,0.59,1.185,15,60.0,15
124642,124658,-0.545,0.595,1.1400000000000001,16,64.0,16
124786,124800,-0.51,0.59,1.1,14,56.0,14
124928,124943,-0.59,0.6,1.19,15,60.0,15
125070,125085,-0.615,0.565,1.18,15,60.0,15
125212,125228,-0.615,0.59,1.205,16,64.0,16
125354,125370,-0.55,0.595,1.145,16,64.0,16
125498,125512,-0.605,0.57,1.1749999999999998,14,56.0,14
125640,125656,-0.59,0.61,1.2,16,64.0,16
125784,125798,-0.58,0.575,1.1549999999999998,14,56.0,14
125926,125941,-0.485,0.6,1.085,15,60.0,15
126068,126084,-0.51,0.595,1.105,16,64.0,16
126212,126228,-0.52,0.62,1.1400000000000001,16,64.0,16
126356,126371,-0.51,0.57,1.08,15,60.0,15
126498,126513,-0.5,0.595,1.095,15,60.0,15
126642,126656,-0.57,0.595,1.165,14,56.0,14
126784,126799,-0.605,0.59,1.1949999999999998,15,60.0,15
126926,126941,-0.535,0.585,1.12,15,60.0,15
127068,127083,-0.525,0.585,1.1099999999999999,15,60.0,15
127210,127226,-0.545,0.61,1.155,16,64.0,16
127352,127368,-0.615,0.59,1.205,16,64.0,16
127496,127510,-0.595,0.575,1.17,14,56.0,14
127638,127652,-0.605,0.555,1.1600000000000001,14,56.0,14
127780,127795,-0.605,0.59,1.1949999999999998,15,60.0,15
127922,127937,-0.615,0.57,1.185,15,60.0,15
128064,128079,-0.59,0.585,1.1749999999999998,15,60.0,15
128206,128221,-0.605,0.58,1.185,15,60.0,15
128348,128364,-0.635,0.6,1.2349999999999999,16,64.0,16
128492,128507,-0.605,0.61,1.2149999999999999,15,60.0,15
128634,128649,-0.56,0.57,1.13,15,60.0,15
128776,128792,-0.58,0.6,1.18,16,64.0,16
128920,128935,-0.635,0.6,1.2349999999999999,15,60.0,15
129062,129078,-0.605,0.575,1.18,16,64.0,16
129206,129221,-0.585,0.575,1.16,15,60.0,15
129350,129365,-0.615,0.59,1.205,15,60.0,15
129494,129509,-0.645,0.575,1.22,15,60.0,15
129638,129653,-0.61,0.595,1.205,15,60.0,15
129782,129796,-0.57,0.57,1.14,14,56.0,14
129926,129941,-0.57,0.6,1.17,15,60.0,15
130070,130085,-0.6,0.57,1.17,15,60.0,15
130214,130229,-0.56,0.565,1.125,15,60.0,15
130358,130374,-0.51,0.59,1.1,16,64.0,16
130504,130519,-0.545,0.6,1.145,15,60.0,15
130650,130664,-0.58,0.565,1.145,14,56.0,14
130796,130810,-0.57,0.595,1.165,14,56.0,14
130940,130955,-0.535,0.585,1.12,15,60.0,15
131084,131100,-0.57,0.6,1.17,16,64.0,16
131230,131245,-0.635,0.595,1.23,15,60.0,15
131376,131390,-0.61,0.565,1.1749999999999998,14,56.0,14
131522,131537,-0.645,0.59,1.2349999999999999,15,60.0,15
131668,131683,-0.665,0.59,1.255,15,60.0,15
131814,131830,-0.63,0.6,1.23,16,64.0,16
131962,131977,-0.63,0.525,1.155,15,60.0,15
132108,132124,-0.635,0.595,1.23,16,64.0,16
132254,132268,-0.685,0.5,1.185,14,56.0,14
132400,132415,-0.635,0.575,1.21,15,60.0,15
132544,132560,-0.58,0.6,1.18,16,64.0,16
132690,132705,-0.585,0.6,1.185,15,60.0,15
132834,132849,-0.585,0.59,1.1749999999999998,15,60.0,15
132978,132993,-0.54,0.595,1.135,15,60.0,15
133120,133136,-0.495,0.59,1.085,16,64.0,16
133264,133280,-0.485,0.595,1.08,16,64.0,16
133410,133424,-0.585,0.565,1.15,14,56.0,14
133554,133569,-0.545,0.57,1.115,15,60.0,15
133698,133714,-0.545,0.585,1.13,16,64.0,16
133842,133858,-0.55,0.6,1.15,16,64.0,16
133988,134003,-0.62,0.6,1.22,15,60.0,15
134132,134146,-0.57,0.56,1.13,14,56.0,14
134276,134290,-0.585,0.59,1.1749999999999998,14,56.0,14
134420,134435,-0.585,0.605,1.19,15,60.0,15
134564,134578,-0.585,0.545,1.13,14,56.0,14
134706,134722,-0.555,0.585,1.1400000000000001,16,64.0,16
134850,134866,-0.58,0.59,1.17,16,64.0,16
134994,135008,-0.535,0.575,1.1099999999999999,14,56.0,14
135138,135153,-0.51,0.58,1.0899999999999999,15,60.0,15
135282,135297,-0.53,0.585,1.115,15,60.0,15
135426,135441,-0.57,0.6,1.17,15,60.0,15
135570,135584,-0.425,0.565,0.99,14,56.0,14
135712,135727,-0.585,0.575,1.16,15,60.0,15
135856,135871,-0.495,0.595,1.0899999999999999,15,60.0,15
136000,136015,-0.595,0.575,1.17,15,60.0,15
136144,136158,-0.54,0.575,1.115,14,56.0,14
136288,136302,-0.555,0.56,1.1150000000000002,14,56.0,14
136432,136446,-0.565,0.58,1.145,14,56.0,14
136576,136591,-0.585,0.575,1.16,15,60.0,15
136720,136735,-0.58,0.57,1.15,15,60.0,15
136864,136880,-0.55,0.575,1.125,16,64.0,16
137010,137025,-0.585,0.565,1.15,15,60.0,15
137154,137169,-0.55,0.575,1.125,15,60.0,15
137300,137315,-0.57,0.585,1.1549999999999998,15,60.0,15
137444,137460,-0.57,0.59,1.16,16,64.0,16
137590,137605,-0.6,0.59,1.19,15,60.0,15
137734,137749,-0.58,0.565,1.145,15,60.0,15
137880,137894,-0.585,0.575,1.16,14,56.0,14
138024,138038,-0.58,0.575,1.1549999999999998,14,56.0,14
138168,138182,-0.565,0.585,1.15,14,56.0,14
138312,138327,-0.58,0.625,1.205,15,60.0,15
138456,138471,-0.595,0.56,1.155,15,60.0,15
138602,138616,-0.565,0.565,1.13,14,56.0,14
138746,138760,-0.535,0.57,1.105,14,56.0,14
138890,138905,-0.56,0.62,1.1800000000000002,15,60.0,15
139034,139049,-0.62,0.575,1.1949999999999998,15,60.0,15
139178,139194,-0.585,0.575,1.16,16,64.0,16
139324,139339,-0.59,0.575,1.165,15,60.0,15
139470,139485,-0.605,0.575,1.18,15,60.0,15
139616,139631,-0.67,0.585,1.255,15,60.0,15
139760,139776,-0.61,0.465,1.075,16,64.0,16
139906,139921,-0.6,0.59,1.19,15,60.0,15
140050,140066,-0.63,0.59,1.22,16,64.0,16
140196,140212,-0.635,0.575,1.21,16,64.0,16
140342,140357,-0.56,0.57,1.13,15,60.0,15
140488,140502,-0.52,0.575,1.095,14,56.0,14
140632,140648,-0.58,0.595,1.1749999999999998,16,64.0,16
140778,140793,-0.635,0.58,1.2149999999999999,15,60.0,15
140922,140938,-0.585,0.585,1.17,16,64.0,16
141068,141083,-0.535,0.585,1.12,15,60.0,15
141214,141228,-0.55,0.56,1.11,14,56.0,14
141358,141373,-0.57,0.575,1.145,15,60.0,15
