qtdb_idx,pyhearts_idx,offset_samples,offset_ms,distance_samples
142658,142673,15,60.0,15
142804,142818,14,56.0,14
142950,142964,14,56.0,14
143094,143110,16,64.0,16
143240,143256,16,64.0,16
143386,143402,16,64.0,16
143534,143548,14,56.0,14
143826,143842,16,64.0,16
143974,143988,14,56.0,14
144120,144134,14,56.0,14
144264,144280,16,64.0,16
144410,144425,15,60.0,15
144554,144570,16,64.0,16
144700,144714,14,56.0,14
144844,144858,14,56.0,14
144988,145003,15,60.0,15
145132,145147,15,60.0,15
145276,145290,14,56.0,14
145418,145434,16,64.0,16
145562,145577,15,60.0,15
145706,145720,14,56.0,14
145848,145862,14,56.0,14
145990,146004,14,56.0,14
146132,146146,14,56.0,14
146274,146288,14,56.0,14
146414,146430,16,64.0,16
146556,146571,15,60.0,15
146698,146713,15,60.0,15
146840,146856,16,64.0,16
146984,146999,15,60.0,15
147126,147142,16,64.0,16
147270,147285,15,60.0,15
147414,147429,15,60.0,15
147558,147574,16,64.0,16
147702,147718,16,64.0,16
147846,147862,16,64.0,16
147992,148007,15,60.0,15
148136,148152,16,64.0,16
148282,148297,15,60.0,15
148426,148441,15,60.0,15
148572,148586,14,56.0,14
148716,148731,15,60.0,15
148860,148875,15,60.0,15
149004,149020,16,64.0,16
149150,149164,14,56.0,14
149294,149308,14,56.0,14
149438,149452,14,56.0,14
149582,149597,15,60.0,15
149726,149741,15,60.0,15
149870,149885,15,60.0,15
150016,150031,15,60.0,15
150160,150175,15,60.0,15
150304,150320,16,64.0,16
150448,150464,16,64.0,16
150592,150608,16,64.0,16
150738,150753,15,60.0,15
150882,150898,16,64.0,16
151028,151042,14,56.0,14
151172,151184,12,48.0,12
151316,151332,16,64.0,16
151462,151477,15,60.0,15
151608,151622,14,56.0,14
151752,151767,15,60.0,15
151898,151913,15,60.0,15
152042,152057,15,60.0,15
152188,152203,15,60.0,15
152334,152348,14,56.0,14
152478,152493,15,60.0,15
152622,152638,16,64.0,16
152768,152783,15,60.0,15
152914,152928,14,56.0,14
153058,153074,16,64.0,16
153204,153218,14,56.0,14
153348,153363,15,60.0,15
153494,153508,14,56.0,14
153638,153653,15,60.0,15
153782,153797,15,60.0,15
153926,153942,16,64.0,16
154072,154087,15,60.0,15
154216,154230,14,56.0,14
154358,154373,15,60.0,15
154502,154518,16,64.0,16
154646,154662,16,64.0,16
154790,154805,15,60.0,15
154932,154947,15,60.0,15
155074,155085,11,44.0,11
155214,155229,15,60.0,15
155354,155370,16,64.0,16
155496,155511,15,60.0,15
155638,155652,14,56.0,14
155780,155794,14,56.0,14
155922,155937,15,60.0,15
156066,156080,14,56.0,14
156210,156225,15,60.0,15
156354,156369,15,60.0,15
156498,156512,14,56.0,14
156642,156656,14,56.0,14
156786,156801,15,60.0,15
156930,156944,14,56.0,14
157072,157088,16,64.0,16
157216,157232,16,64.0,16
157360,157376,16,64.0,16
157504,157520,16,64.0,16
157648,157663,15,60.0,15
157792,157807,15,60.0,15
157936,157951,15,60.0,15
158080,158095,15,60.0,15
158224,158239,15,60.0,15
158368,158382,14,56.0,14
158512,158526,14,56.0,14
158654,158670,16,64.0,16
158798,158814,16,64.0,16
158942,158957,15,60.0,15
159086,159101,15,60.0,15
159230,159244,14,56.0,14
159372,159388,16,64.0,16
159516,159531,15,60.0,15
159660,159675,15,60.0,15
159802,159818,16,64.0,16
159946,159961,15,60.0,15
160090,160104,14,56.0,14
160232,160246,14,56.0,14
160374,160390,16,64.0,16
160518,160533,15,60.0,15
160660,160676,16,64.0,16
160804,160819,15,60.0,15
160948,160963,15,60.0,15
161092,161107,15,60.0,15
161236,161250,14,56.0,14
161378,161393,15,60.0,15
161522,161537,15,60.0,15
161666,161680,14,56.0,14
161808,161823,15,60.0,15
161952,161966,14,56.0,14
162094,162110,16,64.0,16
162238,162253,15,60.0,15
162380,162395,15,60.0,15
162524,162538,14,56.0,14
162666,162681,15,60.0,15
162808,162823,15,60.0,15
162952,162966,14,56.0,14
163096,163110,14,56.0,14
163238,163254,16,64.0,16
163384,163399,15,60.0,15
163528,163543,15,60.0,15
163674,163689,15,60.0,15
163818,163833,15,60.0,15
163962,163978,16,64.0,16
164106,164121,15,60.0,15
164250,164266,16,64.0,16
164396,164410,14,56.0,14
164540,164555,15,60.0,15
164684,164700,16,64.0,16
164830,164846,16,64.0,16
164976,164992,16,64.0,16
165122,165137,15,60.0,15
165266,165282,16,64.0,16
165412,165427,15,60.0,15
165556,165572,16,64.0,16
165702,165717,15,60.0,15
165846,165860,14,56.0,14
165990,166004,14,56.0,14
166132,166148,16,64.0,16
166276,166292,16,64.0,16
166420,166436,16,64.0,16
166564,166579,15,60.0,15
166708,166723,15,60.0,15
166852,166866,14,56.0,14
166994,167009,15,60.0,15
167136,167152,16,64.0,16
167280,167294,14,56.0,14
167422,167436,14,56.0,14
167564,167579,15,60.0,15
167706,167722,16,64.0,16
167850,167865,15,60.0,15
168136,168151,15,60.0,15
168278,168294,16,64.0,16
168422,168437,15,60.0,15
168566,168581,15,60.0,15
168710,168724,14,56.0,14
168852,168868,16,64.0,16
168996,169012,16,64.0,16
169140,169156,16,64.0,16
169284,169300,16,64.0,16
169428,169443,15,60.0,15
169570,169586,16,64.0,16
169714,169728,14,56.0,14
169854,169869,15,60.0,15
169994,170009,15,60.0,15
170134,170148,14,56.0,14
170272,170288,16,64.0,16
170412,170427,15,60.0,15
170552,170566,14,56.0,14
170690,170704,14,56.0,14
170828,170843,15,60.0,15
170966,170982,16,64.0,16
171106,171121,15,60.0,15
171246,171260,14,56.0,14
171384,171400,16,64.0,16
171524,171539,15,60.0,15
171662,171678,16,64.0,16
171802,171818,16,64.0,16
171942,171958,16,64.0,16
172082,172098,16,64.0,16
172224,172238,14,56.0,14
172364,172379,15,60.0,15
172504,172518,14,56.0,14
172642,172658,16,64.0,16
172782,172797,15,60.0,15
172922,172936,14,56.0,14
173062,173076,14,56.0,14
173202,173216,14,56.0,14
173340,173355,15,60.0,15
173480,173495,15,60.0,15
173620,173635,15,60.0,15
173760,173775,15,60.0,15
173900,173915,15,60.0,15
174040,174054,14,56.0,14
174178,174193,15,60.0,15
174316,174331,15,60.0,15
174456,174470,14,56.0,14
174596,174611,15,60.0,15
174736,174752,16,64.0,16
174878,174892,14,56.0,14
175018,175033,15,60.0,15
175158,175174,16,64.0,16
175298,175314,16,64.0,16
175438,175453,15,60.0,15
175578,175594,16,64.0,16
175718,175733,15,60.0,15
175860,175875,15,60.0,15
176002,176017,15,60.0,15
176146,176160,14,56.0,14
176288,176303,15,60.0,15
176432,176448,16,64.0,16
176576,176591,15,60.0,15
176722,176736,14,56.0,14
176868,176883,15,60.0,15
177014,177029,15,60.0,15
177160,177175,15,60.0,15
177306,177321,15,60.0,15
177454,177469,15,60.0,15
177600,177615,15,60.0,15
177748,177762,14,56.0,14
177894,177910,16,64.0,16
178042,178056,14,56.0,14
178188,178203,15,60.0,15
178336,178350,14,56.0,14
178482,178496,14,56.0,14
178626,178641,15,60.0,15
178772,178787,15,60.0,15
178918,178932,14,56.0,14
179064,179078,14,56.0,14
179210,179224,14,56.0,14
179356,179370,14,56.0,14
179502,179517,15,60.0,15
179648,179664,16,64.0,16
179796,179810,14,56.0,14
179942,179957,15,60.0,15
180088,180104,16,64.0,16
180234,180250,16,64.0,16
180382,180396,14,56.0,14
180528,180543,15,60.0,15
180674,180689,15,60.0,15
180822,180837,15,60.0,15
180970,180985,15,60.0,15
181118,181133,15,60.0,15
181266,181281,15,60.0,15
181414,181429,15,60.0,15
181562,181577,15,60.0,15
181710,181726,16,64.0,16
181860,181874,14,56.0,14
182008,182022,14,56.0,14
182156,182170,14,56.0,14
182302,182318,16,64.0,16
182450,182465,15,60.0,15
182596,182611,15,60.0,15
182742,182757,15,60.0,15
182888,182903,15,60.0,15
183034,183048,14,56.0,14
183180,183194,14,56.0,14
183324,183339,15,60.0,15
183470,183484,14,56.0,14
183614,183629,15,60.0,15
183760,183776,16,64.0,16
183908,183922,14,56.0,14
184052,184067,15,60.0,15
184198,184210,12,48.0,12
184342,184358,16,64.0,16
184488,184502,14,56.0,14
184630,184645,15,60.0,15
184774,184789,15,60.0,15
184916,184932,16,64.0,16
185060,185075,15,60.0,15
185204,185218,14,56.0,14
185346,185361,15,60.0,15
185488,185504,16,64.0,16
185630,185645,15,60.0,15
185770,185786,16,64.0,16
185912,185927,15,60.0,15
186054,186069,15,60.0,15
186196,186211,15,60.0,15
186338,186353,15,60.0,15
186480,186496,16,64.0,16
186624,186639,15,60.0,15
186768,186782,14,56.0,14
186910,186924,14,56.0,14
187052,187067,15,60.0,15
187196,187210,14,56.0,14
187338,187353,15,60.0,15
187480,187495,15,60.0,15
187622,187637,15,60.0,15
187764,187779,15,60.0,15
187906,187921,15,60.0,15
188046,188062,16,64.0,16
188188,188204,16,64.0,16
188330,188345,15,60.0,15
188472,188486,14,56.0,14
188612,188626,14,56.0,14
188752,188768,16,64.0,16
188894,188909,15,60.0,15
189034,189050,16,64.0,16
189176,189191,15,60.0,15
189316,189332,16,64.0,16
189458,189473,15,60.0,15
189600,189614,14,56.0,14
189742,189756,14,56.0,14
189884,189899,15,60.0,15
190026,190040,14,56.0,14
190168,190182,14,56.0,14
190310,190324,14,56.0,14
190450,190466,16,64.0,16
190592,190607,15,60.0,15
190734,190750,16,64.0,16
190878,190892,14,56.0,14
191018,191034,16,64.0,16
191160,191175,15,60.0,15
191302,191317,15,60.0,15
191444,191459,15,60.0,15
191584,191600,16,64.0,16
191726,191741,15,60.0,15
191868,191883,15,60.0,15
192010,192025,15,60.0,15
192150,192165,15,60.0,15
192292,192307,15,60.0,15
192432,192448,16,64.0,16
192574,192589,15,60.0,15
192714,192729,15,60.0,15
192854,192870,16,64.0,16
192996,193011,15,60.0,15
193138,193152,14,56.0,14
193278,193293,15,60.0,15
193420,193434,14,56.0,14
193560,193576,16,64.0,16
193702,193716,14,56.0,14
193842,193858,16,64.0,16
193984,193999,15,60.0,15
194126,194141,15,60.0,15
194266,194281,15,60.0,15
194408,194423,15,60.0,15
194550,194566,16,64.0,16
194692,194707,15,60.0,15
194834,194849,15,60.0,15
194974,194990,16,64.0,16
195116,195132,16,64.0,16
195260,195274,14,56.0,14
195402,195417,15,60.0,15
195544,195559,15,60.0,15
195688,195703,15,60.0,15
195830,195845,15,60.0,15
195970,195986,16,64.0,16
196112,196127,15,60.0,15
196254,196269,15,60.0,15
196394,196409,15,60.0,15
196534,196550,16,64.0,16
196674,196689,15,60.0,15
196814,196828,14,56.0,14
196950,196966,16,64.0,16
197090,197105,15,60.0,15
197228,197244,16,64.0,16
197370,197384,14,56.0,14
197510,197525,15,60.0,15
197652,197666,14,56.0,14
197794,197809,15,60.0,15
197936,197951,15,60.0,15
198080,198094,14,56.0,14
198222,198236,14,56.0,14
198364,198379,15,60.0,15
198506,198521,15,60.0,15
198646,198662,16,64.0,16
198788,198802,14,56.0,14
198928,198944,16,64.0,16
199070,199085,15,60.0,15
199212,199225,13,52.0,13
199352,199367,15,60.0,15
199494,199509,15,60.0,15
199636,199652,16,64.0,16
199778,199794,16,64.0,16
199920,199936,16,64.0,16
200064,200079,15,60.0,15
200206,200221,15,60.0,15
200348,200364,16,64.0,16
200492,200506,14,56.0,14
200634,200649,15,60.0,15
200776,200791,15,60.0,15
200918,200933,15,60.0,15
201062,201077,15,60.0,15
201204,201220,16,64.0,16
201348,201363,15,60.0,15
201490,201505,15,60.0,15
201634,201648,14,56.0,14
201776,201791,15,60.0,15
201918,201934,16,64.0,16
202062,202076,14,56.0,14
202204,202218,14,56.0,14
202346,202361,15,60.0,15
202488,202503,15,60.0,15
202630,202645,15,60.0,15
202772,202787,15,60.0,15
202914,202930,16,64.0,16
203056,203072,16,64.0,16
203200,203214,14,56.0,14
203342,203357,15,60.0,15
203484,203500,16,64.0,16
203628,203643,15,60.0,15
203770,203786,16,64.0,16
203914,203929,15,60.0,15
204058,204072,14,56.0,14
204200,204216,16,64.0,16
204344,204359,15,60.0,15
204486,204502,16,64.0,16
204630,204646,16,64.0,16
204774,204789,15,60.0,15
204916,204930,14,56.0,14
205058,205074,16,64.0,16
205202,205217,15,60.0,15
205344,205360,16,64.0,16
205488,205503,15,60.0,15
205630,205646,16,64.0,16
205774,205789,15,60.0,15
205916,205932,16,64.0,16
206060,206075,15,60.0,15
206204,206219,15,60.0,15
206346,206362,16,64.0,16
206490,206504,14,56.0,14
206632,206646,14,56.0,14
206774,206788,14,56.0,14
206916,206930,14,56.0,14
207058,207072,14,56.0,14
207200,207214,14,56.0,14
207342,207357,15,60.0,15
207484,207499,15,60.0,15
207626,207642,16,64.0,16
207770,207785,15,60.0,15
207912,207928,16,64.0,16
208056,208072,16,64.0,16
208200,208214,14,56.0,14
208342,208357,15,60.0,15
208484,208500,16,64.0,16
208628,208642,14,56.0,14
208770,208784,14,56.0,14
208912,208927,15,60.0,15
209054,209069,15,60.0,15
209196,209212,16,64.0,16
209340,209355,15,60.0,15
209484,209499,15,60.0,15
209630,209645,15,60.0,15
209776,209791,15,60.0,15
209922,209938,16,64.0,16
210070,210085,15,60.0,15
210218,210232,14,56.0,14
210364,210380,16,64.0,16
210512,210528,16,64.0,16
210660,210674,14,56.0,14
210806,210821,15,60.0,15
210952,210968,16,64.0,16
211100,211115,15,60.0,15
211246,211260,14,56.0,14
211390,211406,16,64.0,16
211536,211551,15,60.0,15
211682,211697,15,60.0,15
211828,211843,15,60.0,15
211972,211988,16,64.0,16
212118,212133,15,60.0,15
212264,212280,16,64.0,16
212412,212427,15,60.0,15
212558,212573,15,60.0,15
212706,212720,14,56.0,14
212852,212867,15,60.0,15
213000,213014,14,56.0,14
213146,213162,16,64.0,16
213294,213309,15,60.0,15
213442,213457,15,60.0,15
213590,213604,14,56.0,14
213736,213752,16,64.0,16
213884,213899,15,60.0,15
214030,214045,15,60.0,15
214176,214192,16,64.0,16
214324,214338,14,56.0,14
214468,214484,16,64.0,16
214614,214629,15,60.0,15
214760,214775,15,60.0,15
214904,214920,16,64.0,16
215050,215064,14,56.0,14
215194,215209,15,60.0,15
215338,215354,16,64.0,16
215484,215498,14,56.0,14
215628,215643,15,60.0,15
215772,215787,15,60.0,15
215916,215932,16,64.0,16
216062,216078,16,64.0,16
216208,216223,15,60.0,15
216352,216368,16,64.0,16
216498,216513,15,60.0,15
216644,216659,15,60.0,15
216788,216804,16,64.0,16
216934,216949,15,60.0,15
217080,217094,14,56.0,14
217226,217239,13,52.0,13
217370,217385,15,60.0,15
217516,217531,15,60.0,15
217662,217678,16,64.0,16
217808,217824,16,64.0,16
217956,217970,14,56.0,14
218102,218116,14,56.0,14
218248,218263,15,60.0,15
218394,218410,16,64.0,16
218540,218556,16,64.0,16
218686,218701,15,60.0,15
218830,218845,15,60.0,15
218972,218988,16,64.0,16
219116,219132,16,64.0,16
219262,219276,14,56.0,14
219406,219421,15,60.0,15
219552,219567,15,60.0,15
219696,219711,15,60.0,15
219842,219857,15,60.0,15
219986,220002,16,64.0,16
220132,220147,15,60.0,15
220278,220292,14,56.0,14
220422,220437,15,60.0,15
220566,220582,16,64.0,16
220712,220726,14,56.0,14
220856,220871,15,60.0,15
221000,221014,14,56.0,14
221144,221159,15,60.0,15
221288,221304,16,64.0,16
221434,221449,15,60.0,15
221578,221593,15,60.0,15
221722,221738,16,64.0,16
221868,221883,15,60.0,15
222014,222028,14,56.0,14
222158,222173,15,60.0,15
222304,222319,15,60.0,15
222450,222466,16,64.0,16
222596,222611,15,60.0,15
222742,222757,15,60.0,15
222888,222903,15,60.0,15
223034,223049,15,60.0,15
223178,223194,16,64.0,16
223322,223337,15,60.0,15
223466,223482,16,64.0,16
223612,223626,14,56.0,14
223754,223770,16,64.0,16
223900,223916,16,64.0,16
224046,224061,15,60.0,15
224192,224207,15,60.0,15
224338,224352,14,56.0,14
224484,224499,15,60.0,15
224630,224645,15,60.0,15
224776,224791,15,60.0,15
224922,224938,16,64.0,16
